cellId,seed,starter,clearedHeats,wonNormalOrGauntlet,coins,score,hands,discards,censoredAtCap
normal/medium/adaptive/full/astra,2775637953,polish,8,False,53,7183,18,7,False
normal/medium/adaptive/full/astra,2775637954,polish,10,False,76,10214,33,15,False
normal/medium/adaptive/full/astra,2775637955,polish,8,False,53,5648,21,9,False
normal/medium/adaptive/full/astra,2775637956,polish,7,False,43,6359,14,5,False
normal/medium/adaptive/full/astra,2775637957,polish,11,False,89,10263,22,15,False
normal/medium/adaptive/full/astra,2775637958,polish,11,False,89,11290,27,5,False
normal/medium/adaptive/full/astra,2775637959,polish,11,False,89,14534,25,15,False
normal/medium/adaptive/full/astra,2775637960,polish,8,False,53,6052,19,5,False
normal/medium/adaptive/full/astra,2775637961,polish,10,False,76,9198,25,8,False
normal/medium/adaptive/full/astra,2775637962,polish,12,True,122,26364,15,7,False
normal/medium/adaptive/full/astra,2775637963,polish,11,False,89,12405,24,17,False
normal/medium/adaptive/full/astra,2775637964,polish,11,False,89,13144,27,0,False
normal/medium/adaptive/full/astra,2775637965,polish,8,False,53,5936,18,8,False
normal/medium/adaptive/full/astra,2775637966,polish,12,True,122,15270,31,8,False
normal/medium/adaptive/full/astra,2775637967,polish,12,True,122,28460,31,8,False
normal/medium/adaptive/full/astra,2775637968,polish,8,False,53,5381,18,7,False
normal/medium/adaptive/full/astra,2775637969,polish,10,False,76,11010,18,8,False
normal/medium/adaptive/full/astra,2775637970,polish,11,False,89,13169,22,8,False
normal/medium/adaptive/full/astra,2775637971,polish,8,False,53,5607,19,2,False
normal/medium/adaptive/full/astra,2775637972,polish,10,False,76,10730,28,10,False
normal/medium/adaptive/full/astra,2775637973,polish,11,False,89,11946,26,15,False
normal/medium/adaptive/full/astra,2775637974,polish,11,False,89,16286,28,9,False
normal/medium/adaptive/full/astra,2775637975,polish,11,False,89,12560,18,7,False
normal/medium/adaptive/full/astra,2775637976,polish,12,True,122,12213,28,3,False
normal/medium/adaptive/full/astra,2775637977,polish,11,False,89,27931,30,6,False
normal/medium/adaptive/full/astra,2775637978,polish,11,False,89,14797,20,11,False
normal/medium/adaptive/full/astra,2775637979,polish,8,False,53,5440,19,6,False
normal/medium/adaptive/full/astra,2775637980,polish,8,False,53,4781,18,7,False
normal/medium/adaptive/full/astra,2775637981,polish,5,False,26,3253,10,4,False
normal/medium/adaptive/full/astra,2775637982,polish,11,False,89,12633,20,11,False
normal/medium/adaptive/full/astra,2775637983,polish,10,False,76,9661,28,10,False
normal/medium/adaptive/full/astra,2775637984,polish,8,False,53,5515,20,12,False
normal/medium/adaptive/full/astra,2775637985,polish,10,False,76,9811,27,6,False
